fips,tot_po_yr,tot_po8,n_years_available,avg_customers_out,avg_customer_time_std
25019,0,0,3,374,0
26041,0,0,2,336,0
26159,0,0,2,10,0
26165,0,0,2,10,0
27013,0,0,1,412,0
27023,0,0,3,206,0
27043,0,0,2,100,0
27055,0,0,1,209,0
27059,0,0,2,310,0
27067,0,0,3,247,0
27103,0,0,1,130,0
27121,0,0,3,420,0
27141,0,0,3,264,0
27143,0,0,2,442,0
27149,0,0,3,207,0
27167,0,0,1,353,0
27171,0,0,2,1794,0
28053,0,0,3,388,0
28063,0,0,3,1147,0
28125,0,0,3,293,0
28143,0,0,3,3067,1
29001,0,0,1,636,0
29003,0,0,2,505,0
29005,0,0,2,60,0
29011,0,0,2,296,0
29025,0,0,1,363,0
29033,0,0,1,179,0
29045,0,0,1,205,0
29049,0,0,1,1238,0
29051,0,0,1,552,0
29061,0,0,2,134,0
29065,0,0,2,112,0
29075,0,0,1,47,0
29081,0,0,1,532,0
29087,0,0,2,82,0
29111,0,0,1,211,0
29125,0,0,1,342,0
29135,0,0,3,131,0
29139,0,0,3,1258,0
29141,0,0,3,208,0
29143,0,0,3,220,0
29145,0,0,1,364,0
29149,0,0,1,82,0
29157,0,0,1,88,0
29167,0,0,1,143,0
29173,0,0,1,759,0
29175,0,0,2,632,0
29177,0,0,1,1925,0
29179,0,0,1,597,0
29195,0,0,3,438,0
29197,0,0,2,138,0
29199,0,0,1,294,0
29203,0,0,1,470,0
29187,0,0,1,936,0
29209,0,0,1,2426,0
29211,0,0,2,57,0
29223,0,0,1,454,0
29227,0,0,1,40,0
30085,0,0,1,0,0
31017,0,0,2,16,0
31021,0,0,2,22,0
31023,0,0,2,10,0
31043,0,0,3,104,0
31045,0,0,3,27,0
31059,0,0,2,34,0
31069,0,0,3,15,0
31081,0,0,1,34,0
31089,0,0,2,41,0
31095,0,0,3,242,0
31097,0,0,2,177,0
31105,0,0,2,432,0
31123,0,0,2,18,0
31145,0,0,3,62,0
31149,0,0,3,7,0
31151,0,0,3,251,0
31161,0,0,3,35,0
31163,0,0,1,3,0
31169,0,0,3,302,0
32007,0,0,1,375,0
32013,0,0,2,323,0
32019,0,0,2,1023,0
32027,0,0,3,181,0
32029,0,0,3,131,0
34003,0,0,3,26431,0
34013,0,0,3,37277,0
34017,0,0,3,4081,0
34019,0,0,3,38095,1
34021,0,0,3,11098,0
34023,0,0,3,27559,0
34025,0,0,3,81327,0
34027,0,0,3,68706,0
34031,0,0,3,15597,0
34035,0,0,3,25693,0
34039,0,0,3,18667,0
34041,0,0,3,29440,1
35003,0,0,3,46,0
35037,0,0,3,71,0
35041,0,0,3,129,0
35047,0,0,2,190,0
35059,0,0,3,34,0
36005,0,0,3,4467,0
36007,0,0,3,2083,0
36011,0,0,3,5262,0
36013,0,0,3,4177,0
36015,0,0,3,1117,0
36017,0,0,3,1725,0
36023,0,0,3,4340,0
36047,0,0,3,33210,0
36055,0,0,3,15543,0
36059,0,0,3,58337,0
36061,0,0,3,3709,0
36063,0,0,3,4745,0
36069,0,0,3,2565,0
36077,0,0,3,9878,0
36081,0,0,3,31187,0
36085,0,0,3,4870,0
36087,0,0,3,11917,0
36097,0,0,3,1702,0
36101,0,0,3,6917,0
36103,0,0,3,88166,0
36107,0,0,3,2109,0
36109,0,0,3,1157,0
36117,0,0,3,7239,0
36119,0,0,3,27460,0
36121,0,0,3,4646,0
36123,0,0,3,762,0
37021,0,0,3,13849,0
37035,0,0,3,2205,0
37053,0,0,3,1172,0
37063,0,0,3,5431,0
37069,0,0,3,1008,0
37075,0,0,3,329,0
37077,0,0,1,689,0
37081,0,0,3,10821,0
37091,0,0,3,922,0
37107,0,0,3,348,0
37117,0,0,3,485,0
37119,0,0,3,57899,0
37127,0,0,2,1038,0
37129,0,0,3,3683,0
37145,0,0,1,286,0
37159,0,0,3,2781,0
37173,0,0,3,705,0
37177,0,0,3,219,0
37181,0,0,1,528,0
37185,0,0,1,242,0
37187,0,0,2,882,0
38003,0,0,2,8,0
38005,0,0,3,110,0
38019,0,0,2,4,0
38023,0,0,1,0,0
38027,0,0,2,45,0
38031,0,0,2,40,0
38035,0,0,2,741,0
38055,0,0,1,0,0
38067,0,0,2,156,0
38091,0,0,2,142,0
38095,0,0,3,24,0
38097,0,0,1,156,0
38099,0,0,1,431,0
38101,0,0,2,304,0
39001,0,0,3,4854,0
39003,0,0,3,7179,0
39007,0,0,3,26570,1
39009,0,0,3,7213,0
39011,0,0,2,1128,0
39015,0,0,3,2729,0
39017,0,0,3,3846,0
39023,0,0,3,16751,0
39025,0,0,3,2839,0
39027,0,0,3,1210,0
39029,0,0,3,17737,0
39031,0,0,3,3573,0
39033,0,0,3,5600,0
39035,0,0,3,163866,0
39041,0,0,3,12034,0
39043,0,0,3,8431,0
39047,0,0,3,965,0
39055,0,0,3,27681,1
39057,0,0,1,4362,0
39061,0,0,3,18431,0
39065,0,0,3,3948,0
39075,0,0,3,6314,0
39081,0,0,3,7332,0
39091,0,0,3,184,0
39093,0,0,3,24680,0
39095,0,0,3,24023,0
39099,0,0,3,22301,0
39103,0,0,3,20481,0
39105,0,0,3,4921,0
39113,0,0,1,10039,0
39119,0,0,3,8578,0
39123,0,0,3,7812,0
39131,0,0,2,5132,0
39133,0,0,3,27774,0
39137,0,0,3,3277,0
39139,0,0,1,12801,0
39143,0,0,3,8139,0
39145,0,0,3,7857,0
39147,0,0,2,4676,0
39151,0,0,3,33092,0
39153,0,0,3,46572,0
39155,0,0,3,25011,0
39157,0,0,3,8184,0
39159,0,0,3,2937,0
39161,0,0,3,3446,0
39163,0,0,3,3690,1
39165,0,0,3,2190,0
39173,0,0,3,14518,0
39175,0,0,3,2371,0
40007,0,0,3,678,0
40025,0,0,3,141,0
40029,0,0,3,808,0
40059,0,0,3,352,0
40075,0,0,3,1660,0
40143,0,0,3,39096,0
41015,0,0,3,357,0
41021,0,0,2,44,0
41023,0,0,3,65,0
41025,0,0,3,47,0
41027,0,0,1,247,0
41031,0,0,2,518,0
41033,0,0,3,1665,0
41037,0,0,3,313,0
41053,0,0,3,1144,0
41055,0,0,3,56,0
41063,0,0,1,192,0
41071,0,0,1,1516,0
42001,0,0,3,14381,0
42009,0,0,3,17184,1
42011,0,0,3,62710,0
42013,0,0,3,14498,0
42027,0,0,3,16935,0
42039,0,0,3,26913,1
42047,0,0,3,4362,0
42055,0,0,3,13839,0
42073,0,0,3,17638,0
42075,0,0,3,17894,0
42085,0,0,3,30734,1
42087,0,0,3,7811,0
42099,0,0,3,5742,0
42125,0,0,3,41781,0
42129,0,0,3,55659,0
45005,0,0,1,226,0
45047,0,0,1,1103,0
45057,0,0,3,1773,0
45061,0,0,3,524,0
45069,0,0,1,216,0
45083,0,0,1,10523,0
45085,0,0,3,1568,0
45087,0,0,1,153,0
46003,0,0,2,51,0
46011,0,0,2,130,0
46017,0,0,1,105,0
46061,0,0,1,443,0
46073,0,0,1,52,0
46085,0,0,1,213,0
46087,0,0,2,1020,0
46095,0,0,1,0,0
46117,0,0,1,18,0
46123,0,0,1,0,0
46125,0,0,1,0,0
46127,0,0,2,305,0
47015,0,0,3,194,0
47027,0,0,3,193,0
47041,0,0,3,39,0
47043,0,0,3,16,0
47055,0,0,1,9,0
47081,0,0,3,6,0
47099,0,0,1,764,0
47101,0,0,1,25,0
47141,0,0,2,165,0
47151,0,0,2,32,0
47173,0,0,3,616,0
47177,0,0,3,2,0
47181,0,0,1,1,0
48007,0,0,3,6032,0
48017,0,0,3,106,0
48019,0,0,3,241,0
48025,0,0,3,4232,0
48043,0,0,3,1663,0
48047,0,0,3,19,0
48057,0,0,3,3169,0
48069,0,0,1,430,0
48079,0,0,3,204,0
48111,0,0,1,239,0
48127,0,0,3,64,0
48131,0,0,3,9,0
48153,0,0,3,216,0
48159,0,0,1,1822,0
48175,0,0,3,2479,1
48205,0,0,1,197,0
48227,0,0,1,7073,0
48239,0,0,3,3305,0
48241,0,0,3,61,0
48247,0,0,3,94,0
48255,0,0,3,2196,0
48267,0,0,3,314,0
48271,0,0,3,4,0
48295,0,0,3,356,0
48321,0,0,3,7752,0
48323,0,0,3,5109,0
48353,0,0,1,3467,0
48355,0,0,3,41384,0
48377,0,0,3,1250,0
48379,0,0,3,872,0
48385,0,0,3,51,0
48391,0,0,3,3990,1
48399,0,0,3,2302,0
48409,0,0,3,9014,0
48435,0,0,1,142,0
48437,0,0,1,225,0
48441,0,0,3,10862,0
48445,0,0,2,586,0
48465,0,0,1,4807,0
48469,0,0,3,6939,0
48483,0,0,2,1035,0
48487,0,0,1,2989,0
48505,0,0,2,50,0
48507,0,0,3,149,0
49015,0,0,3,237,0
49017,0,0,3,87,0
49019,0,0,3,243,0
49029,0,0,2,248,0
49031,0,0,3,54,0
49033,0,0,3,178,0
49041,0,0,2,284,0
49047,0,0,1,359,0
50011,0,0,3,1957,0
50013,0,0,3,184,0
51510,0,0,3,1447,0
51009,0,0,1,5492,0
51013,0,0,3,4509,0
51021,0,0,3,3515,1
51520,0,0,1,5,0
51027,0,0,3,6309,1
51530,0,0,3,24,0
51035,0,0,3,9224,1
51036,0,0,3,826,0
51540,0,0,3,1198,0
51550,0,0,3,5181,0
51041,0,0,3,10452,0
51570,0,0,3,219,0
51580,0,0,3,36,0
51051,0,0,3,5487,1
51595,0,0,3,113,0
51059,0,0,3,34775,0
51600,0,0,3,197,0
51610,0,0,3,204,0
51063,0,0,3,6286,1
51067,0,0,3,14011,0
51630,0,0,3,236,0
51640,0,0,3,1600,0
51071,0,0,3,5550,1
51073,0,0,3,1954,0
51075,0,0,3,1392,0
51077,0,0,3,8044,1
51650,0,0,3,4183,0
51085,0,0,3,2567,0
51087,0,0,3,13157,0
51670,0,0,3,309,0
51093,0,0,3,1029,0
51095,0,0,3,1306,0
51101,0,0,3,450,0
51678,0,0,3,63,0
51680,0,0,3,8898,0
51685,0,0,3,42,0
51115,0,0,3,721,0
51119,0,0,3,861,0
51121,0,0,3,9593,0
51127,0,0,3,1008,0
51700,0,0,3,5453,0
51710,0,0,3,4334,0
51141,0,0,3,8982,1
51730,0,0,3,649,0
51735,0,0,3,330,0
51740,0,0,3,2117,0
51149,0,0,3,542,0
51155,0,0,3,6911,0
51159,0,0,3,283,0
51760,0,0,3,9408,0
51770,0,0,3,22026,0
51167,0,0,3,7743,1
51169,0,0,2,7060,1
51173,0,0,3,9953,1
51175,0,0,3,690,0
51790,0,0,3,324,0
51800,0,0,3,1721,0
51181,0,0,3,199,0
51183,0,0,3,385,0
51185,0,0,3,9258,0
51810,0,0,3,14327,0
51820,0,0,3,229,0
51830,0,0,3,233,0
51197,0,0,3,6574,0
51199,0,0,3,2079,0
53003,0,0,1,1225,0
53021,0,0,2,868,0
53025,0,0,3,418,0
53037,0,0,2,1035,0
53047,0,0,2,18,0
53071,0,0,2,984,0
53075,0,0,1,2301,0
54005,0,0,3,9426,1
54009,0,0,3,5021,0
54011,0,0,3,30137,1
54019,0,0,3,14765,1
54025,0,0,3,15416,1
54029,0,0,3,4019,0
54033,0,0,3,16220,0
54035,0,0,3,10123,1
54037,0,0,3,8215,0
54039,0,0,3,82625,1
54043,0,0,3,14500,1
54045,0,0,3,8608,0
54049,0,0,3,15506,0
54051,0,0,3,14111,1
54053,0,0,3,7812,1
54047,0,0,3,8034,1
54055,0,0,3,14344,0
54057,0,0,3,5061,0
54059,0,0,3,10102,1
54061,0,0,3,11802,0
54065,0,0,3,4601,0
54069,0,0,3,12856,1
54079,0,0,3,15091,0
54081,0,0,3,16281,0
54099,0,0,3,21655,1
54107,0,0,3,13719,0
54109,0,0,3,7669,1
55011,0,0,3,128,0
55013,0,0,2,288,0
55015,0,0,3,338,0
55023,0,0,3,170,0
55031,0,0,1,291,0
55033,0,0,1,323,0
55043,0,0,3,288,0
55045,0,0,3,447,0
55051,0,0,1,208,0
55053,0,0,1,111,0
55055,0,0,3,846,0
55061,0,0,3,180,0
55093,0,0,3,785,0
55119,0,0,3,207,0
55121,0,0,1,240,0
56001,0,0,2,371,0
56007,0,0,1,274,0
56009,0,0,3,2009,0
56017,0,0,3,110,0
56019,0,0,3,126,0
56035,0,0,3,182,0
56037,0,0,2,584,0
56041,0,0,3,171,0
56043,0,0,3,114,0
